Id,Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propagated by Bare Root,Propagated by Bulb,Propagated by Container,Propagated by Corm,Propagated by Cuttings,Propagated by Seed,Propagated by Sod,Propagated by Sprigs,Propagated by Tubers,Seed Spread Rate,Seedling Vigor,Small Grain,Vegetative Spread Rate,Seed per Pound
89186,,,,,,,,,,,,,,,,,,,,
89404,Mid Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,29800
89605,Early Spring,Routinely Available,Medium,Spring,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,20000
75020,Late Spring,,Medium,Fall,Fall,No,No,No,No,No,Yes,No,No,No,No,Slow,Low,No,,11500
74982,Mid Spring,Routinely Available,Medium,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,37800
71577,Spring,Contracting Only,Medium,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,
71581,Summer,Routinely Available,Medium,Summer,Winter,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,7530
70102,Mid Spring,Routinely Available,Low,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,30000
90536,Mid Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,870
90538,Early Spring,Routinely Available,Medium,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,Slow,1030
90621,Mid Spring,Routinely Available,High,Summer,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Rapid,Low,No,None,14200
90686,Mid Spring,Routinely Available,High,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Moderate,4971
70314,,,,,,,,,,,,,,,,,,,,
70367,Mid Spring,Routinely Available,Medium,Fall,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,700
91750,Early Summer,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,160000
90051,,,,,,,,,,,,,,,,,,,,
15299,Mid Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,Medium,No,None,345600
70952,,,,,,,,,,,,,,,,,,,,
76939,Late Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,Yes,Slow,Medium,No,None,
71241,,,,,,,,,,,,,,,,,,,,
49180,,,,,,,,,,,,,,,,,,,,
49184,Summer,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,High,No,Moderate,136000
75002,Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,Rapid,26080
72862,,,,,,,,,,,,,,,,,,,,
72874,Mid Summer,No Known Source,Low,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Slow,192000
27319,,,,,,,,,,,,,,,,,,,,
42803,Late Summer,No Known Source,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Slow,
38109,Summer,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,High,No,None,
87444,Late Spring,Routinely Available,Low,Spring,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,Rapid,18367
69379,,,,,,,,,,,,,,,,,,,,
69382,Summer,No Known Source,Low,Fall,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,
61548,Late Spring,Routinely Available,Medium,Spring,Fall,No,No,No,No,No,No,Yes,No,No,No,Moderate,Medium,No,None,125000
87511,,,,,,,,,,,,,,,,,,,,
87526,Late Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Moderate,14500
87550,Late Spring,Contracting Only,Medium,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Moderate,14400
