Id,Symbol,ScientificName,CommonName,Group,Durations,GrowthHabits
74925,ILDE,<i>Ilex decidua</i> Walter,possumhaw,Dicot,['Perennial'],"['Shrub', 'Tree']"
74928,ILGL,<i>Ilex glabra</i> (L.) A. Gray,inkberry,Dicot,['Perennial'],['Shrub']
74975,ILVE,<i>Ilex verticillata</i> (L.) A. Gray,common winterberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
88116,ITVI,<i>Itea virginica</i> L.,Virginia sweetspire,Dicot,['Perennial'],['Shrub']
65203,KALA,<i>Kalmia latifolia</i> L.,mountain laurel,Dicot,['Perennial'],"['Shrub', 'Tree']"
65252,LEFO,<i>Leucothoe fontanesiana</i> (Steud.) Sleumer,highland doghobble,Dicot,['Perennial'],['Shrub']
71391,LIBE3,<i>Lindera benzoin</i> (L.) Blume,northern spicebush,Dicot,['Perennial'],"['Shrub', 'Tree']"
70717,MOCE2,<i>Morella cerifera</i> (L.) Small,wax myrtle,Dicot,['Perennial'],"['Shrub', 'Subshrub', 'Tree']"
70735,MOPE6,<i>Morella pensylvanica</i> (Mirb.) Kartesz,northern bayberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
88445,PHIN5,<i>Philadelphus inodorus</i> L.,scentless mock orange,Dicot,['Perennial'],['Shrub']
90185,PHOP,"<i>Physocarpus opulifolius</i> (L.) Maxim., orth. cons.",common ninebark,Dicot,['Perennial'],['Shrub']
65308,PIFL,<i>Pieris floribunda</i> (Pursh) Benth. & Hook. f.,mountain fetterbush,Dicot,['Perennial'],['Shrub']
65346,RHCA8,<i>Rhododendron catawbiense</i> Michx.,Catawba rosebay,Dicot,['Perennial'],"['Shrub', 'Tree']"
65369,RHMA4,<i>Rhododendron maximum</i> L.,great laurel,Dicot,['Perennial'],"['Shrub', 'Tree']"
65380,RHPE4,<i>Rhododendron periclymenoides</i> (Michx.) Shinners,pink azalea,Dicot,['Perennial'],['Shrub']
65385,RHPR,<i>Rhododendron prinophyllum</i> (Small) Millais,early azalea,Dicot,['Perennial'],['Shrub']
65397,RHVI2,<i>Rhododendron viscosum</i> (L.) Torr.,swamp azalea,Dicot,['Perennial'],['Shrub']
92934,RHAR4,<i>Rhus aromatica</i> Aiton,fragrant sumac,Dicot,['Perennial'],['Shrub']
92952,RHCO,<i>Rhus copallinum</i> L.,winged sumac,Dicot,['Perennial'],"['Shrub', 'Tree']"
92963,RHGL,<i>Rhus glabra</i> L.,smooth sumac,Dicot,['Perennial'],"['Shrub', 'Tree']"
88312,RIRO2,<i>Ribes rotundifolium</i> Michx.,Appalachian gooseberry,Dicot,['Perennial'],['Shrub']
82146,ROHIR,<i>Robinia hispida</i> L. var. <i>rosea</i> Pursh,bristly locust,Dicot,['Perennial'],"['Shrub', 'Tree']"
90793,ROCA4,<i>Rosa carolina</i> L.,Carolina rose,Dicot,['Perennial'],['Subshrub']
90894,ROPA,<i>Rosa palustris</i> Marshall,swamp rose,Dicot,['Perennial'],['Subshrub']
90954,ROVI2,<i>Rosa virginiana</i> Mill.,Virginia rose,Dicot,['Perennial'],['Subshrub']
91009,RUAL,<i>Rubus allegheniensis</i> Porter,Allegheny blackberry,Dicot,['Perennial'],['Subshrub']
91167,RUFL,<i>Rubus flagellaris</i> Willd.,northern dewberry,Dicot,['Perennial'],['Subshrub']
91250,RUHI,<i>Rubus hispidus</i> L.,bristly dewberry,Dicot,['Perennial'],['Subshrub']
91407,RUOC,<i>Rubus occidentalis</i> L.,black raspberry,Dicot,['Perennial'],['Subshrub']
91409,RUOD,<i>Rubus odoratus</i> L.,purpleflowering raspberry,Dicot,['Perennial'],['Subshrub']
67871,SAHU2,<i>Salix humilis</i> Marshall,prairie willow,Dicot,['Perennial'],['Shrub']
42834,SANIC4,<i>Sambucus nigra</i> L. ssp. <i>canadensis</i> (L.) R. Bolli,American black elderberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
42863,SARA2,<i>Sambucus racemosa</i> L.,red elderberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
91786,SPAL2,<i>Spiraea alba</i> Du Roi,white meadowsweet,Dicot,['Perennial'],['Shrub']
42905,SYOR,<i>Symphoricarpos orbiculatus</i> Moench,coralberry,Dicot,['Perennial'],['Shrub']
65417,VAAN,<i>Vaccinium angustifolium</i> Aiton,lowbush blueberry,Dicot,['Perennial'],"['Shrub', 'Subshrub']"
65446,VACO,<i>Vaccinium corymbosum</i> L.,highbush blueberry,Dicot,['Perennial'],['Shrub']
42933,VIAC,<i>Viburnum acerifolium</i> L.,mapleleaf viburnum,Dicot,['Perennial'],"['Shrub', 'Subshrub']"
42949,VIDE,<i>Viburnum dentatum</i> L.,southern arrowwood,Dicot,['Perennial'],"['Shrub', 'Tree']"
42980,VILA11,<i>Viburnum lantanoides</i> Michx.,hobblebush,Dicot,['Perennial'],['Shrub']
42987,VINU,<i>Viburnum nudum</i> L.,possumhaw,Dicot,['Perennial'],"['Shrub', 'Tree']"
42988,VINUC,<i>Viburnum nudum</i> L. var. <i>cassinoides</i> (L.) Torr. & A. Gray,withe-rod,Dicot,['Perennial'],"['Shrub', 'Tree']"
43016,VIPR,<i>Viburnum prunifolium</i> L.,blackhaw,Dicot,['Perennial'],"['Shrub', 'Tree']"
73676,XASI,<i>Xanthorhiza simplicissima</i> Marshall,yellowroot,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
92842,ACPE,<i>Acer pensylvanicum</i> L.,striped maple,Dicot,['Perennial'],"['Shrub', 'Tree']"
92875,ACSP2,<i>Acer spicatum</i> Lam.,mountain maple,Dicot,['Perennial'],"['Shrub', 'Tree']"
69903,ALIN2,<i>Alnus incana</i> (L.) Moench,gray alder,Dicot,['Perennial'],"['Shrub', 'Tree']"
88664,AMAR3,<i>Amelanchier arborea</i> (Michx. f.) Fernald,common serviceberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
88673,AMCA4,<i>Amelanchier canadensis</i> (L.) Medik.,Canadian serviceberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
88685,AMLA,<i>Amelanchier laevis</i> Wiegand,Allegheny serviceberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
74685,ARSP2,<i>Aralia spinosa</i> L.,devil's walkingstick,Dicot,['Perennial'],"['Shrub', 'Tree']"
71503,ASTR,<i>Asimina triloba</i> (L.) Dunal,pawpaw,Dicot,['Perennial'],"['Shrub', 'Tree']"
70066,CACA18,<i>Carpinus caroliniana</i> Walter,American hornbeam,Dicot,['Perennial'],"['Shrub', 'Tree']"
70117,CAPU9,<i>Castanea pumila</i> (L.) Mill.,chinquapin,Dicot,['Perennial'],"['Shrub', 'Tree']"
70928,CELA,<i>Celtis laevigata</i> Willd.,sugarberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
78328,CECA4,<i>Cercis canadensis</i> L.,eastern redbud,Dicot,['Perennial'],"['Shrub', 'Tree']"
49693,CHVI3,<i>Chionanthus virginicus</i> L.,white fringetree,Dicot,['Perennial'],"['Shrub', 'Tree']"
75150,COAL2,<i>Cornus alternifolia</i> L. f.,alternateleaf dogwood,Dicot,['Perennial'],"['Shrub', 'Tree']"
75171,COFL2,<i>Cornus florida</i> L.,flowering dogwood,Dicot,['Perennial'],"['Shrub', 'Tree']"
75174,COFO,<i>Cornus foemina</i> Mill.,stiff dogwood,Dicot,['Perennial'],"['Shrub', 'Tree']"
89092,CRCR2,<i>Crataegus crus-galli</i> L.,cockspur hawthorn,Dicot,['Perennial'],"['Shrub', 'Tree']"
89186,CRFL2,<i>Crataegus flava</i> Aiton,yellowleaf hawthorn,Dicot,['Perennial'],"['Shrub', 'Tree']"
89404,CRPH,<i>Crataegus phaenopyrum</i> (L. f.) Medik.,Washington hawthorn,Dicot,['Perennial'],"['Shrub', 'Tree']"
89605,CRVI2,<i>Crataegus viridis</i> L.,green hawthorn,Dicot,['Perennial'],"['Shrub', 'Tree']"
75020,EUAT5,<i>Euonymus atropurpureus</i> Jacq.,burningbush,Dicot,['Perennial'],"['Shrub', 'Tree']"
74982,ILVO,<i>Ilex vomitoria</i> Aiton,yaupon,Dicot,['Perennial'],"['Shrub', 'Tree']"
71577,MATR,<i>Magnolia tripetala</i> (L.) L.,umbrella-tree,Dicot,['Perennial'],['Tree']
71581,MAVI2,<i>Magnolia virginiana</i> L.,sweetbay,Dicot,['Perennial'],"['Shrub', 'Tree']"
70102,OSVI,<i>Ostrya virginiana</i> (Mill.) K. Koch,hophornbeam,Dicot,['Perennial'],"['Shrub', 'Tree']"
90536,PRAM,<i>Prunus americana</i> Marshall,American plum,Dicot,['Perennial'],"['Shrub', 'Tree']"
90538,PRAN3,<i>Prunus angustifolia</i> Marshall,Chickasaw plum,Dicot,['Perennial'],"['Shrub', 'Tree']"
90621,PRPE2,<i>Prunus pensylvanica</i> L. f.,pin cherry,Dicot,['Perennial'],"['Shrub', 'Tree']"
90686,PRVI,<i>Prunus virginiana</i> L.,chokecherry,Dicot,['Perennial'],"['Shrub', 'Tree']"
70314,QUIL,<i>Quercus ilicifolia</i> Wangenh.,bear oak,Dicot,['Perennial'],"['Shrub', 'Tree']"
70367,QUMA3,<i>Quercus marilandica</i> Münchh.,blackjack oak,Dicot,['Perennial'],"['Shrub', 'Tree']"
91750,SOAM3,<i>Sorbus americana</i> Marshall,American mountain ash,Dicot,['Perennial'],"['Shrub', 'Tree']"
90051,MACO5,<i>Malus coronaria</i> (L.) Mill.,sweet crab apple,Dicot,['Perennial'],"['Shrub', 'Tree']"
15299,THOC2,<i>Thuja occidentalis</i> L.,arborvitae,Gymnosperm,['Perennial'],['Tree']
70952,CEPU10,<i>Celtis pumila</i> Pursh,dwarf hackberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
76939,APAM,<i>Apios americana</i> Medik.,groundnut,Dicot,['Perennial'],"['Forb/herb', 'Vine']"
71241,ARMA7,<i>Aristolochia macrophylla</i> Lam.,pipevine,Dicot,['Perennial'],['Vine']
49180,BICA,<i>Bignonia capreolata</i> L.,crossvine,Dicot,['Perennial'],['Vine']
49184,CARA2,<i>Campsis radicans</i> (L.) Seem. ex Bureau,trumpet creeper,Dicot,['Perennial'],['Vine']
75002,CESC,<i>Celastrus scandens</i> L.,American bittersweet,Dicot,['Perennial'],['Vine']
72862,CLVI4,<i>Clematis viorna</i> L.,vasevine,Dicot,['Perennial'],['Vine']
72874,CLVI5,<i>Clematis virginiana</i> L.,devil's darning needles,Dicot,['Perennial'],['Vine']
27319,DIVI4,<i>Dioscorea villosa</i> L.,wild yam,Monocot,['Perennial'],"['Forb/herb', 'Vine']"
42803,LOSE,<i>Lonicera sempervirens</i> L.,trumpet honeysuckle,Dicot,['Perennial'],['Vine']
38109,MISC,<i>Mikania scandens</i> (L.) Willd.,climbing hempvine,Dicot,['Perennial'],"['Forb/herb', 'Vine']"
87444,PAQU2,<i>Parthenocissus quinquefolia</i> (L.) Planch.,Virginia creeper,Dicot,['Perennial'],['Vine']
69379,PAIN6,<i>Passiflora incarnata</i> L.,purple passionflower,Dicot,['Perennial'],"['Forb/herb', 'Vine']"
69382,PALU2,<i>Passiflora lutea</i> L.,yellow passionflower,Dicot,['Perennial'],"['Forb/herb', 'Vine']"
61548,POSA5,<i>Polygonum sagittatum</i> L.,arrowleaf tearthumb,Dicot,"['Annual', 'Perennial']","['Forb/herb', 'Vine']"
87511,VILA8,<i>Vitis labrusca</i> L.,fox grape,Dicot,['Perennial'],['Vine']
87526,VIRI,<i>Vitis riparia</i> Michx.,riverbank grape,Dicot,['Perennial'],['Vine']
87550,VIVU,<i>Vitis vulpina</i> L.,frost grape,Dicot,['Perennial'],['Vine']
