sciname,keyid,commonname,token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,ghspreadrapidly,ghdeerresistant,ghgroundhogresistant,bloomsjan,bloomsfeb,bloomsmar,bloomsapr,bloomsmay,bloomsjun,bloomsjul,bloomsaug,bloomssep,bloomsoct,bloomsnov,bloomsdec,pcheightlow,pcheighthigh,pcspreadlow,pcspreadhigh,pcgroundcover,albemarle_county,charlottesville_city,buckingham_county,culpeper_county,fluvanna_county,greene_county,louisa_county,madison_county,nelson_county,orange_county,virginia,united_states,disputed,fauquier_county,rappahannock_county,usda_id,group,durations_perennial,durations_annual,durations_biennial,growthhabits_forb_herb,growthhabits_graminoid,growthhabits_shrub,growthhabits_tree,growthhabits_subshrub,growthhabits_vine,berry_nut_seed_product,christmas_tree_product,fodder_product,lumber_product,naval_store_product,nursery_stock_product,palatable_graze_animal,palatable_human,post_product,pulpwood_product,veneer_product,palatable_browse_animal,protein_potential,fuelwood_product,after_harvest_regrowth_rate,bloat,coppice_potential,fall_conspicuous,fire_resistant,flower_color,flower_conspicuous,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_color,fruit_seed_conspicuous,growth_form,growth_rate,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,nitrogen_fixation,resprout_ability,shape_and_orientation,toxicity,cn_ratio,height_at_20_years_maximum_feet,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,anaerobic_tolerance,caco3_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_maximum,ph_minimum,planting_density_per_acre_maximum,planting_density_per_acre_minimum,precipitation_maximum,precipitation_minimum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruit_seed_abundance,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,seed_per_pound,active_growth_spring,active_growth_summer,active_growth_fall,active_growth_winter,Location,Bloom Months,Active Growth,Light Requirements,Propagation Method,Product Type,Soil Type,Moisture Needs,Soil Adaptation
Adiantum pedatum,1105.0,northern maidenhair fern,ADPE,,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,1.0,3.0,8.0,20,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,14357,Fern,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,,,,Slow,None,False,True,False,Brown,False,Dark Green,Moderate,Porous,Fine,Brown,False,Rhizomatous,Moderate,1.3,False,False,Moderate,False,None,False,Semi-Erect,None,Medium,,True,False,True,Low,Low,False,Low,High,Medium,80.0,None,Medium,6.6,4.6,4800.0,1200.0,60.0,36.0,10.0,None,Tolerant,-38.0,Summer,Contracting Only,High,Summer,Fall,False,False,False,True,False,False,False,False,True,False,Slow,Low,False,Moderate,,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer,Partial Sun;Shade,Container;Sprigs,Nursery Stock,,Medium,Coarse textured soils;Medium textured soils
Asplenium platyneuron,1145.0,ebony spleenwort,ASPL,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,6.0,18.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13080,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Full;Partial Sun;Shade,,,Loam,Low;Medium,
Athyrium filix-femina,1147.0,common ladyfern,ATFI,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,2.0,3.5,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13404,Fern,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,,Slow,None,False,True,False,,False,Green,Dense,Porous,Fine,,False,Rhizomatous,Moderate,3.0,False,False,Long,False,None,False,Semi-Erect,None,Medium,,False,False,True,Low,Low,False,Low,Medium,Low,80.0,None,Medium,7.0,4.5,2700.0,1700.0,60.0,30.0,12.0,None,Tolerant,-38.0,,Routinely Available,None,,,False,False,False,True,False,False,False,False,True,False,None,,False,Moderate,,True,True,True,False,United States,,Spring;Summer;Fall,Shade,Container;Sprigs,,Acid;Loam,Medium,Medium textured soils
Athyrium asplenioides,1148.0,southern ladyfern,ATFIA2,,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13412,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Partial Sun;Shade,,,,Medium;High,
Botrypus virginianus,1159.0,rattlesnake fern,BOVI,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,2.0,6.0,5.0,10,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,12926,Fern,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,,,None,False,False,False,,False,Green,Porous,Porous,Fine,,False,Rhizomatous,Moderate,1.4,False,False,Moderate,False,None,False,Erect,None,Medium,,False,False,True,None,Low,False,Low,High,High,85.0,None,Medium,6.9,5.6,4800.0,1700.0,55.0,14.0,10.0,None,Tolerant,-38.0,Late Spring,No Known Source,,Summer,Summer,False,True,False,False,False,False,False,False,True,False,None,,False,Slow,,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,April;May,Spring;Summer,Full;Partial Sun,Bare Root;Sprigs,,Loam,Low;Medium,Medium textured soils
Cheilanthes lanosa,1212.0,hairy lip fern,CHLA2,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,6.0,12.0,15.0,18,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,14459,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Full;Partial Sun,,,Well Drained;Rocky;Shale,Low,
Cheilanthes tomentosa,1213.0,wooly lip fern,CHTO2,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,6.0,18.0,,,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,14477,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Nelson County;Virginia;United States,,,Full,,,Well Drained;Rocky;Shale,Low,
Dennstaedtia punctilobula,1250.0,hay scented fern,DEPU2,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,,,,,,,,,,,,,1.0,3.0,2.0,3,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13296,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Partial Sun;Shade,,,Acid;Rocky;Loam,Low;Medium,
Dryopteris celsa ,1261.0,log fern,DRCE,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,3.0,4.0,1.5,2.5,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,13568,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Fluvanna County;Virginia;United States;Fauquier County,,,Partial Sun;Shade,,,Acid;Some Organic Material,Medium,
Dryopteris cristata,1262.0,crested woodfern,DRCR4,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.0,3.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13578,Fern,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,False,False,Brown,False,Dark Green,Moderate,Porous,Coarse,Brown,False,Rhizomatous,Moderate,1.6,False,False,Moderate,False,None,False,Erect,None,,,False,True,True,High,High,False,Low,Low,None,120.0,None,High,6.5,3.5,,,55.0,15.0,12.0,None,Tolerant,-33.0,Summer,Routinely Available,High,Summer,Fall,False,False,False,False,False,False,True,False,False,False,Slow,Medium,False,Moderate,,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer,Full;Partial Sun;Shade,Seed,,,Medium;High,Fine textured soils;Medium textured soils
Dryopteris intermedia,1263.0,"evergreen wood,fancy fern",DRIN5,,True,False,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,10.0,36.0,,,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,13597,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Partial Sun,,,,Medium;High,
Dryopteris marginalis,1264.0,"marginal shield,marginal wood fern",DRMA4,,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,1.0,3.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13605,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Partial Sun;Shade,,,Acid;Rocky,Medium,
Dryopteris carthusiana,1265.0,"tooth,spinulose wood fern",DRCA11,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,,,,,,,,,,,,,2.0,3.0,2.0,3,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,13562,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Partial Sun;Shade,,,Acid;Rocky,Medium,
Lygodium palmatum,1383.0,"American climbing,Hartford fern",LYPA3,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,6.0,12.0,,,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,False,14155,Fern,True,False,False,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Fluvanna County;Louisa County;Virginia;United States,,,Partial Sun,,,Acid;Mesic,Medium;High,
Osmundastrum cinnamomeum,1411.0,cinnamon fern,OSCI,,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,,,,,3.0,6.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,14160,Fern,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,Low,,,Slow,None,False,False,False,Orange,False,Green,Moderate,Porous,Fine,Brown,False,Bunch,Moderate,4.9,False,False,Moderate,False,None,False,Erect,None,,,False,True,True,Medium,Low,False,Medium,Medium,None,100.0,None,Medium,7.0,4.5,3450.0,2700.0,60.0,40.0,12.0,Low,Tolerant,-33.0,Spring,Routinely Available,Medium,Spring,Spring,True,False,False,True,False,False,False,False,True,False,Moderate,Medium,False,None,,True,False,True,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Fall,Partial Sun;Shade,Container;Sprigs,,Acid,Medium;High,Fine textured soils;Medium textured soils
Osmunda claytoniana,1412.0,interrupted fern,OSCL2,,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,6.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,14166,Fern,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,,,None,False,True,False,Brown,False,Dark Green,Dense,Porous,Medium,Brown,False,Rhizomatous,Moderate,4.0,False,False,Long,False,None,False,Semi-Erect,None,High,,False,True,True,Medium,Low,False,Low,High,Low,110.0,Low,High,6.0,4.0,2700.0,1200.0,55.0,32.0,12.0,None,Tolerant,-38.0,Mid Summer,Routinely Available,High,Summer,Summer,False,False,False,True,False,True,False,False,True,False,Slow,Medium,False,Rapid,,True,True,True,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer;Fall,Partial Sun;Shade,Container;Cuttings;Sprigs,,Acid;Rocky;Loam,Medium;High,Fine textured soils;Medium textured soils
Osmunda spectabilis,1413.0,royal fern,OSRE,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,,,,,3.0,6.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,14167,Fern,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,,,,,None,False,True,False,,False,Dark Green,Dense,Porous,Fine,,False,Rhizomatous,Moderate,6.0,False,False,Long,False,None,False,Semi-Erect,None,High,,True,True,True,Medium,Low,False,Low,High,Low,110.0,Low,High,6.0,4.0,1700.0,700.0,55.0,32.0,16.0,None,Tolerant,-38.0,,Routinely Available,None,,,False,False,False,True,False,True,True,False,True,False,None,,False,Rapid,,True,True,True,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer;Fall,Full;Partial Sun;Shade,Container;Cuttings;Seed;Sprigs,,Acid;Gravel;Rocky,Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
Pellaea atropurpurea,1428.0,purple cliffbrake,PEAT2,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,14559,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Buckingham County;Culpeper County;Fluvanna County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County,,,Full,,,Basic;Well Drained;Rocky,Low,
Polypodium virginianum,1467.0,"rock polypody,rockcap fern",POVI7,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,5.0,10.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,14320,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Partial Sun;Shade,,,Acid;Rocky,Medium,
Polystichum acrostichoides,1468.0,Christmas fern,POAC4,,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,1.0,3.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13787,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Partial Sun;Shade,,,Rocky;Loam,Low;Medium,
Pteridium aquilinum,1480.0,"eagle,bracken fern",PTAQ,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,,,,,,,,,,,,,1.0,4.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13351,Fern,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,False,False,Green,False,Dark Green,Porous,Porous,Medium,Brown,False,Rhizomatous,Moderate,6.6,False,False,Moderate,False,None,False,Erect,Slight,,,True,False,True,None,Medium,False,Medium,Low,High,90.0,None,Medium,7.0,4.5,10912.0,2728.0,60.0,16.0,10.0,None,Tolerant,-43.0,Summer,Routinely Available,Medium,Summer,Fall,False,True,True,False,False,False,True,False,True,False,Moderate,Medium,False,Moderate,,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer,Full;Partial Sun;Shade,Bare Root;Bulb;Seed;Sprigs,,Acid;Rocky,Low;Medium,Coarse textured soils;Medium textured soils
Thelypteris noveboracensis,1590.0,New York fern,THNO,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,,,,,1.0,2.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,14837,Fern,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,False,False,Brown,False,Yellow-Green,Porous,Porous,Medium,Brown,False,Rhizomatous,Moderate,1.5,False,False,Moderate,False,None,False,Erect,None,,,True,True,True,High,Low,False,Medium,Low,Medium,100.0,None,Low,7.0,4.0,10912.0,3450.0,60.0,30.0,6.0,None,Tolerant,-28.0,Summer,Routinely Available,High,Summer,Summer,False,False,True,True,False,False,True,False,False,False,Moderate,Medium,False,Slow,1325000.0,True,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring,Partial Sun;Shade,Bulb;Container;Seed,,Acid;Rocky;Loam,Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Thelypteris palustris,1591.0,marsh fern,THPA,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.0,4.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,14854,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Full;Partial Sun;Shade,,,,Medium;High,
Onoclea sensibilis,1670.0,"sensitive fern,bead fern",ONSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,13778,Fern,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,,,,,,
Agrostis hyemalis,1108.0,"winter bentgrass,ticklegrass",AGHY,True,True,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.0,3.0,,,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,20153,Monocot,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,High,False,False,False,False,Low,Low,,Moderate,None,False,False,False,Green,False,Green,Dense,Porous,Coarse,Brown,False,Bunch,Moderate,3.5,False,False,Short,True,None,False,Erect,None,Low,,False,True,True,High,None,False,Low,Medium,High,130.0,None,High,7.5,5.0,,,45.0,20.0,8.0,Medium,Intermediate,-33.0,Mid Spring,Routinely Available,Low,Summer,Fall,False,False,False,False,False,False,True,False,False,False,Slow,Low,False,Moderate,8500000.0,True,True,True,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer;Fall,Full;Partial Sun,Seed,Fodder,Gravel;Loam,Low,Fine textured soils;Medium textured soils
Agrostis perennans,1109.0,"autumn,upland bentgrass",AGPE,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,30.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,20180,Monocot,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Medium,False,False,False,False,Low,Low,,Moderate,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Brown,False,Rhizomatous,Moderate,3.5,False,False,Short,False,None,False,Decumbent,None,Low,,False,True,True,High,None,False,Low,Medium,High,120.0,None,High,7.5,5.5,,,56.0,32.0,8.0,None,Intermediate,-33.0,Mid Summer,No Known Source,Low,Summer,Fall,False,False,False,False,False,False,True,False,False,False,Slow,Low,False,Moderate,8000000.0,True,True,True,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer;Fall,Full;Partial Sun;Shade,Seed,Fodder,Clay;Rocky;Loam,Low;Medium;High,Fine textured soils;Medium textured soils
Andropogon gerardii,1120.0,"big bluestem,turkeyfoot",ANGE,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3.0,6.0,24.0,30,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,20316,Monocot,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,High,False,False,False,False,Medium,Medium,,Moderate,None,False,False,False,Yellow,False,Green,Dense,Porous,Medium,Brown,False,Bunch,Moderate,7.0,False,False,Long,False,None,False,Erect,None,Medium,,True,True,True,Medium,High,False,High,Medium,High,190.0,None,Medium,8.5,6.5,,,55.0,20.0,20.0,Medium,Intolerant,-9.0,Summer,Routinely Available,Medium,Summer,Fall,False,False,False,False,False,False,True,False,False,False,Slow,Medium,False,Slow,144240.0,False,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Nelson County;Virginia;United States;Fauquier County,August;September,Summer,Full;Partial Sun,Seed,Fodder,Clay;Gravel;Loam,Low;Medium,Coarse textured soils;Fine textured soils;Medium textured soils
