sciname,keyid,commonname,token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,ghspreadrapidly,ghdeerresistant,ghgroundhogresistant,bloomsjan,bloomsfeb,bloomsmar,bloomsapr,bloomsmay,bloomsjun,bloomsjul,bloomsaug,bloomssep,bloomsoct,bloomsnov,bloomsdec,pcheightlow,pcheighthigh,pcspreadlow,pcspreadhigh,pcgroundcover,albemarle_county,charlottesville_city,buckingham_county,culpeper_county,fluvanna_county,greene_county,louisa_county,madison_county,nelson_county,orange_county,virginia,united_states,disputed,fauquier_county,rappahannock_county,usda_id,group,durations_perennial,durations_annual,durations_biennial,growthhabits_forb_herb,growthhabits_graminoid,growthhabits_shrub,growthhabits_tree,growthhabits_subshrub,growthhabits_vine,berry_nut_seed_product,christmas_tree_product,fodder_product,lumber_product,naval_store_product,nursery_stock_product,palatable_graze_animal,palatable_human,post_product,pulpwood_product,veneer_product,palatable_browse_animal,protein_potential,fuelwood_product,after_harvest_regrowth_rate,bloat,coppice_potential,fall_conspicuous,fire_resistant,flower_color,flower_conspicuous,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_color,fruit_seed_conspicuous,growth_form,growth_rate,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,nitrogen_fixation,resprout_ability,shape_and_orientation,toxicity,cn_ratio,height_at_20_years_maximum_feet,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,anaerobic_tolerance,caco3_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_maximum,ph_minimum,planting_density_per_acre_maximum,planting_density_per_acre_minimum,precipitation_maximum,precipitation_minimum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruit_seed_abundance,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,seed_per_pound,active_growth_spring,active_growth_summer,active_growth_fall,active_growth_winter,Location,Bloom Months,Active Growth,Light Requirements,Propagation Method,Product Type,Soil Type,Moisture Needs,Soil Adaptation
Thalictrum revolutum,1588.0,"early,waxy meadow rue",THRE,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,4.0,10.0,,,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,73640,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Madison County;Nelson County;Virginia;United States;Fauquier County;Rappahannock County,May;June,,Full;Partial Sun,,,Clay;Loam,Low;Medium;High,
Thalictrum thalictroides,1589.0,rue anemone,THTH2,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,3.0,9.0,,,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,73649,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,March;April;May;June,,Partial Sun;Shade,,,Loam;Some Organic Material,Medium;High,
Tiarella cordifolia,1592.0,spreading foamflower,TICO,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,2.0,6.0,6.0,36,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True,False,92518,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Nelson County;Virginia;United States;Fauquier County,April;May;June,,Partial Sun;Shade,,,,Medium;High,
Tradescantia virginiana,1594.0,Virginia spiderwort,TRVI,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,1.0,3.0,1.5,2,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,17027,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,False,False,Blue,True,Green,Porous,Porous,Medium,Black,False,Single Stem,Rapid,1.1,False,False,Short,False,None,False,Erect,None,,,False,True,True,None,Low,False,Medium,Low,None,100.0,None,Medium,8.0,4.0,19360.0,10912.0,55.0,25.0,4.0,None,Intermediate,-38.0,Spring,No Known Source,Low,Spring,Summer,False,True,False,False,False,False,True,False,False,False,Moderate,High,False,None,1750000.0,True,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Nelson County;Orange County;Virginia;United States,April;May;June;July,Spring,Full;Partial Sun;Shade,Bare Root;Seed,,Rocky;Loam,Medium,Fine textured soils;Medium textured soils
Trautvetteria caroliniensis,1595.0,"false, Carolina bugbane",TRCAC2,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,2.0,4.0,,,False,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,73664,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Madison County;Nelson County;Virginia;United States,June;July;August,,Shade,,,Acid;Clay;Well Drained;Loam;Some Organic Material,High,
Trichostema dichotomum,1642.0,"forked, common blue curls",TRDI2,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,True,,False,False,False,False,False,False,False,True,True,True,False,False,1.5,2.0,,,,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,46917,Dicot,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County,August;September;October,,,,,,,
Trillium grandiflorum,1597.0,white trillium,TRGR4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8.0,18.0,,,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,29217,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Greene County;Madison County;Nelson County;Virginia;United States;Fauquier County,May;June,,Shade,,,Loam;Some Organic Material,Medium,
Trillium erectum,,red trillium,TRER3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29208,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,
Trillium undulatum,,painted trillium,TRUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29259,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,
Trillium sessile,,toadshade,TRSE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29251,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,
Vallisneria americana,1605.0,"American eelgrass,water celery,tapegrass",VAAM3,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,1.0,6.0,,,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,15946,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,,,None,False,False,True,,False,Green,,,Fine,Green,False,Stoloniferous,Rapid,1.0,False,False,Short,False,None,False,Decumbent,None,Low,,True,True,True,High,Medium,False,None,Medium,High,90.0,None,High,8.8,5.0,4800.0,2700.0,,,0.0,None,Intolerant,-33.0,Mid Summer,Routinely Available,Low,Summer,Summer,False,False,False,False,False,False,True,False,True,False,Moderate,Medium,False,Moderate,135000.0,False,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Fluvanna County;Louisa County;Nelson County;Virginia;United States,April;May;June;July;August;September,Summer,Full;Partial Sun,Seed;Sprigs,,,,Coarse textured soils;Fine textured soils;Medium textured soils
Verbena hastata,1606.0,blue vervain,VEHA2,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,2.0,5.0,,,False,True,True,True,False,True,False,False,False,True,True,True,True,False,True,True,47330,Dicot,True,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Fluvanna County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,June;July;August;September,,Full;Partial Sun,,,Loam,Medium;High,
Vernonia noveboracensis,1607.0,New York ironweed,VENO,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,4.0,6.0,24.0,36,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,41717,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Medium,False,False,False,False,Medium,,,Slow,None,False,True,False,Purple,True,Dark Green,Moderate,Porous,Medium,Brown,False,Multiple Stem,Moderate,6.6,False,False,Short,False,None,False,Erect,None,,,False,True,True,None,Medium,False,Medium,Medium,None,140.0,None,Medium,8.0,4.5,10912.0,3450.0,60.0,40.0,6.0,None,Intermediate,-33.0,Late Summer,Routinely Available,Low,Summer,Fall,False,False,False,True,False,False,True,False,False,False,Moderate,Medium,False,None,300000.0,False,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,August;September;October,Summer,Full;Partial Sun,Container;Seed,Nursery Stock,Acid;Adaptable,Medium;High,Fine textured soils;Medium textured soils
Vernonia glauca,,"Upland Ironweed, Broad-leaf Ironweed",VEGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41704,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,
Veronica americana,1608.0,"American speedwell,brooklime",VEAM2,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,20.0,,,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,52579,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Low,False,False,False,False,Medium,,,Slow,None,False,False,True,Blue,True,Green,Porous,Porous,Fine,Yellow,False,Rhizomatous,Rapid,0.8,False,False,Short,False,None,False,Decumbent,None,Medium,,False,True,True,Medium,Medium,False,Low,Medium,High,100.0,None,High,7.5,5.7,11000.0,4800.0,60.0,16.0,6.0,None,Tolerant,-38.0,Mid Summer,Routinely Available,Medium,Summer,Fall,False,True,False,False,False,True,True,False,True,False,Slow,Low,False,Moderate,300000.0,True,True,False,False,Albemarle County;Charlottesville City;Greene County;Louisa County;Madison County;Nelson County;Virginia;United States;Rappahannock County,,Spring;Summer,Partial Sun;Shade,Bare Root;Cuttings;Seed;Sprigs,Nursery Stock,Clay,High,Fine textured soils;Medium textured soils
Viola cucullata,1615.0,marsh blue violet,VICU,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,4.0,6.0,4.0,6,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,69604,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,April;May;June,,Full;Partial Sun;Shade,,,Silt;Loam;Some Organic Material,Medium;High,
Viola pedata,1616.0,bird's foot violet,VIPE,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,3.0,6.0,,,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,69719,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,March;April;May;June,,Full;Partial Sun,,,Acid;Well Drained;Rocky,Low;Medium,
Viola pubescens,1617.0,yellow downy violet,VIPU3,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,9.0,12.0,,,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,69760,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,,,Slow,None,False,False,False,Yellow,True,Dark Green,Porous,Porous,Medium,Brown,False,Rhizomatous,Moderate,1.3,False,False,Short,False,None,False,Decumbent,None,Low,,False,False,True,Low,Low,True,Medium,High,Low,120.0,None,Medium,7.0,6.0,11000.0,4800.0,32.0,24.0,4.0,None,Tolerant,-33.0,Early Spring,No Known Source,Low,Spring,Summer,False,True,False,False,False,True,True,False,True,False,Slow,Low,False,Slow,,True,True,False,False,Albemarle County;Charlottesville City;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,May;June,Spring;Summer,Partial Sun;Shade,Bare Root;Cuttings;Seed;Sprigs,,Loam;Some Organic Material,Low;Medium,Medium textured soils
Viola sororia,1618.0,common blue violet,VISO,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,2.0,8.0,2.0,18,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,69816,Dicot,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,,,,Moderate,None,False,False,False,Purple,True,Green,Porous,Porous,Medium,Brown,False,Rhizomatous,Moderate,0.3,False,False,Short,False,None,False,Semi-Erect,None,Low,,False,True,True,Low,High,False,Low,Medium,Low,75.0,None,High,7.8,6.0,43000.0,11000.0,36.0,10.0,6.0,None,Intermediate,-28.0,Mid Spring,Routinely Available,Medium,Spring,Summer,False,False,False,False,False,True,True,False,True,False,Slow,Medium,False,Slow,,True,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Fluvanna County;Greene County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County,,Spring,Full;Partial Sun;Shade,Cuttings;Seed;Sprigs,Nursery Stock,Clay;Silt;Loam;Some Organic Material,Medium,Fine textured soils;Medium textured soils
Viola striata,1619.0,striped cream violet,VIST3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,9.0,12.0,,,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,69824,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,April;May;June,,Partial Sun;Shade,,,Loam,Medium,
Yucca filamentosa,1624.0,"common yucca,Adam's needle",YUFI,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,2.0,6.0,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,27210,Monocot,True,False,False,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Virginia;United States,April;May;June,,Full;Partial Sun,,,Clay;Rocky;Loam;Adaptable,Low;Medium,
Zizia aurea,1626.0,golden Alexander,ZIAU,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1.5,3.0,1.5,2,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,True,74665,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Culpeper County;Louisa County;Madison County;Virginia;United States;Fauquier County;Rappahannock County,May;June,,Full;Partial Sun,,,Well Drained;Rocky;Loam,Medium,
Acer negundo,1094.0,boxelder,ACNE2,,True,True,,True,True,True,,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,30.0,50.0,30.0,50,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,92814,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Low,True,False,True,False,Low,Low,Low,,None,True,True,False,White,False,Green,Dense,Porous,Coarse,Brown,True,Multiple Stem,Rapid,60.0,False,False,Short,False,None,True,Erect,None,High,35.0,True,True,True,Medium,High,True,High,Medium,Low,100.0,None,Medium,7.8,5.0,1200.0,300.0,75.0,15.0,40.0,Medium,Tolerant,-46.0,Early Spring,Routinely Available,High,Summer,Fall,False,True,False,True,False,True,True,False,False,False,Slow,Low,False,Slow,11360.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer,Partial Sun;Shade,Bare Root;Container;Cuttings;Seed,Nursery Stock,Clay;Gravel;Rocky;Loam;Adaptable,Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
Acer rubrum,1096.0,red maple,ACRU,,,True,,True,True,,,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,False,False,True,True,False,False,False,False,False,False,False,False,40.0,90.0,30.0,75,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,92846,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Low,True,False,True,True,Medium,Low,Medium,,None,True,True,False,Red,True,Green,Dense,Porous,Medium,Red,True,Single Stem,Rapid,68.0,False,False,Short,False,None,True,Rounded,Slight,High,35.0,True,True,True,Medium,High,False,Medium,Medium,Low,80.0,Low,High,7.3,4.7,1200.0,170.0,80.0,25.0,30.0,None,Intermediate,-47.0,Early Spring,Routinely Available,High,Spring,Spring,False,True,False,True,False,False,True,False,False,False,Moderate,Medium,False,None,22720.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,March;April,Spring;Summer,Shade,Bare Root;Container;Seed,Lumber;Nursery Stock,Acid;Well Drained;Loam,Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
Acer saccharinum,1097.0,silver maple,ACSA2,,True,True,,True,,True,,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,60.0,80.0,35.0,70,,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,92860,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,Low,True,False,False,True,Low,Low,Medium,,None,True,True,False,Yellow,True,Green,Dense,Porous,Medium,Brown,True,Single Stem,Rapid,90.0,False,False,Moderate,False,None,True,Rounded,None,High,45.0,True,True,True,High,Medium,False,Low,Low,Low,120.0,None,Medium,7.3,4.0,700.0,170.0,70.0,20.0,32.0,Low,Intermediate,-47.0,Early Spring,Routinely Available,High,Summer,Fall,False,True,False,True,False,True,True,False,False,False,Slow,Low,False,None,1610.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,Spring;Summer,Partial Sun;Shade,Bare Root;Container;Cuttings;Seed,Lumber;Nursery Stock,Clay;Loam,Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Acer saccharum,1098.0,sugar maple,ACSA3,True,True,True,,True,,,,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,,,,False,False,True,True,False,False,False,False,False,False,False,False,50.0,70.0,30.0,45,,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,92865,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,,True,False,True,True,Medium,,High,,None,False,True,False,Green,False,Green,Dense,Porous,Coarse,Brown,False,Single Stem,Slow,100.0,True,False,Long,False,None,True,Erect,None,High,20.0,True,False,True,None,Medium,True,Medium,Medium,Low,80.0,None,Medium,7.9,3.7,700.0,300.0,80.0,22.0,40.0,None,Tolerant,-47.0,Mid Spring,Routinely Available,High,Summer,Fall,True,True,False,True,False,True,True,False,False,False,Moderate,High,False,None,6540.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Fluvanna County;Greene County;Madison County;Nelson County;Virginia;United States;Fauquier County;Rappahannock County,March;April,Spring;Summer,Full;Partial Sun;Shade,Bare Root;Container;Cuttings;Seed,Lumber;Naval Store,Clay;Well Drained;Silt;Rocky;Loam,Medium,Coarse textured soils;Medium textured soils
Aesculus flava,1106.0,yellow buckeye,AEFL,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,50.0,75.0,30.0,50,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,93131,Dicot,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,,False,False,True,False,Low,,Medium,,None,False,True,False,Yellow,True,Green,Dense,Porous,Coarse,Brown,True,Single Stem,Moderate,65.0,False,False,Long,False,None,True,Erect,Severe,High,30.0,False,False,True,None,Medium,True,Low,High,Low,150.0,None,High,7.0,5.0,700.0,300.0,84.0,39.0,36.0,None,Tolerant,-18.0,Late Spring,No Known Source,Medium,Summer,Fall,False,True,False,True,False,False,True,False,False,False,Slow,High,False,None,28.0,True,True,False,False,Buckingham County;Nelson County;Virginia;United States,April;May,Spring;Summer,Partial Sun,Bare Root;Container;Seed,Nursery Stock,Well Drained;Loam,Medium,Medium textured soils
Betula alleghaniensis,1151.0,yellow birch,BEAL2,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,40.0,60.0,35.0,50,False,True,True,False,False,False,True,False,True,True,False,True,True,False,False,True,69950,Dicot,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,Low,True,False,False,True,Medium,,High,,None,False,False,False,Yellow,False,Green,Dense,Porous,Medium,Brown,False,Single Stem,Slow,75.0,True,False,Moderate,False,None,False,Erect,None,High,25.0,True,True,True,Low,Low,True,Medium,Medium,Low,60.0,Medium,Medium,8.0,4.0,700.0,300.0,80.0,25.0,30.0,Medium,Intermediate,-47.0,Late Spring,Field Collections Only,Medium,Summer,Summer,True,True,False,True,False,True,True,False,False,False,Moderate,Medium,False,None,446400.0,True,True,False,False,Albemarle County;Charlottesville City;Greene County;Madison County;Nelson County;Virginia;United States;Rappahannock County,,Spring;Summer,Full;Partial Sun;Shade,Bare Root;Container;Cuttings;Seed,Lumber,Loam,Medium,Coarse textured soils;Fine textured soils;Medium textured soils
